Order Id,Order Item Id,order date (DateOrders),shipping date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Order Status,Shipping Mode,Customer Id,Customer Segment,Market,Order Region,Order Country,Category Name,Product Name,Product Price,Order Item Quantity,Order Item Discount,Sales,Order Item Total,Order Profit Per Order,Benefit per order
24436,117,04/27/2017 00:00,05/03/2017 00:00,6,4,Late delivery,1,PENDING_PAYMENT,Standard Class,6483,Consumer,USCA,South America,SampleLand,Camping & Hiking,Sample Product,282.98,4,63.47,1131.92,1068.45,93.84,-73.18
2614,118,03/19/2017 00:00,03/25/2017 00:00,6,4,Advance shipping,1,CLOSED,Standard Class,8713,Consumer,USCA,Oceania,SampleLand,Water Sports,Sample Product,243.66,1,2.32,243.66,241.34,31.74,72.33
35151,119,05/05/2016 00:00,05/07/2016 00:00,2,1,Advance shipping,1,COMPLETE,Second Class,9958,Consumer,LATAM,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,145.01,2,18.13,290.02,271.89,62.99,-26.63
8815,120,10/19/2016 00:00,10/26/2016 00:00,7,4,Late delivery,1,PENDING_PAYMENT,Standard Class,59,Consumer,Africa,West Africa,SampleLand,Electronics,Sample Product,492.08,4,44.13,1968.32,1924.19,436.21,-132.35
38710,121,09/02/2016 00:00,09/08/2016 00:00,6,4,Late delivery,1,COMPLETE,Standard Class,685,Consumer,Europe,US Center,SampleLand,Cardio Equipment,Sample Product,363.86,4,186.79,1455.44,1268.65,-86.95,327.39
51406,122,11/22/2016 00:00,11/27/2016 00:00,5,2,Late delivery,1,PENDING,First Class,5796,Home Office,Europe,Central America,SampleLand,Women's Apparel,Sample Product,391.25,1,19.63,391.25,371.62,36.08,12.96
4060,123,04/24/2015 00:00,04/27/2015 00:00,3,4,Late delivery,0,COMPLETE,Second Class,1343,Corporate,LATAM,Western Europe,SampleLand,Electronics,Sample Product,386.67,4,222.92,1546.68,1323.76,370.25,84.91
59645,124,04/20/2016 00:00,04/25/2016 00:00,5,4,Late delivery,1,COMPLETE,Standard Class,11076,Corporate,Africa,Central America,SampleLand,Cleats,Sample Product,296.17,5,152.05,1480.85,1328.8,224.1,50.51
39789,125,03/10/2015 00:00,03/17/2015 00:00,7,4,Advance shipping,1,CLOSED,Standard Class,8455,Consumer,Africa,South America,SampleLand,Cleats,Sample Product,470.45,1,53.36,470.45,417.09,118.74,125.47
3116,126,06/22/2016 00:00,06/26/2016 00:00,4,1,Shipping on time,1,ON_HOLD,Standard Class,7391,Consumer,Africa,Central America,SampleLand,Cardio Equipment,Sample Product,296.07,5,210.45,1480.35,1269.9,416.38,403.74
13201,127,12/21/2015 00:00,12/26/2015 00:00,5,4,Advance shipping,1,PENDING,Standard Class,7005,Corporate,LATAM,Southeast Asia,SampleLand,Women's Apparel,Sample Product,264.82,3,28.47,794.46,765.99,38.62,243.56
10059,128,06/12/2015 00:00,06/13/2015 00:00,1,2,Shipping on time,0,PENDING,Standard Class,5837,Consumer,Africa,Central America,SampleLand,Camping & Hiking,Sample Product,144.12,4,49.05,576.48,527.43,-21.19,20.2
53019,129,05/11/2015 00:00,05/17/2015 00:00,6,6,Late delivery,0,PROCESSING,Standard Class,597,Corporate,LATAM,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,148.05,1,0.9,148.05,147.15,-9.16,-1.45
43374,130,09/06/2016 00:00,09/13/2016 00:00,7,6,Late delivery,1,ON_HOLD,First Class,9264,Corporate,USCA,Southeast Asia,SampleLand,Fishing,Sample Product,371.07,4,22.43,1484.28,1461.85,-63.02,398.5
22377,131,07/02/2015 00:00,07/06/2015 00:00,4,2,Late delivery,1,PENDING,Standard Class,5738,Consumer,USCA,Central America,SampleLand,Fishing,Sample Product,174.04,3,28.71,522.12,493.41,102.19,139.16
31770,132,09/08/2017 00:00,09/13/2017 00:00,5,2,Late delivery,1,COMPLETE,Second Class,4716,Consumer,Africa,Western Europe,SampleLand,Cardio Equipment,Sample Product,367.07,2,75.16,734.14,658.98,-30.44,39.16
20903,133,08/31/2016 00:00,09/01/2016 00:00,1,2,Late delivery,0,PROCESSING,Standard Class,5240,Home Office,Pacific Asia,Western Europe,SampleLand,Electronics,Sample Product,476.83,4,237.95,1907.32,1669.37,548.53,267.27
24358,134,01/23/2016 00:00,01/27/2016 00:00,4,4,Shipping canceled,0,PENDING_PAYMENT,Standard Class,5607,Home Office,Europe,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,225.26,2,17.33,450.52,433.19,85.14,32.85
38287,135,09/09/2016 00:00,09/15/2016 00:00,6,6,Late delivery,0,ON_HOLD,Standard Class,11299,Consumer,USCA,West Africa,SampleLand,Women's Apparel,Sample Product,57.69,1,6.48,57.69,51.21,16.9,-4.78
11668,136,02/11/2015 00:00,02/18/2015 00:00,7,4,Shipping on time,1,PENDING_PAYMENT,Standard Class,2342,Consumer,Pacific Asia,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,336.61,3,33.97,1009.83,975.86,149.87,82.76
45582,137,10/14/2017 00:00,10/14/2017 00:00,0,1,Advance shipping,0,ON_HOLD,Second Class,2125,Corporate,LATAM,West Africa,SampleLand,Men's Footwear,Sample Product,14.67,4,0.05,58.68,58.63,-0.53,17.75
56726,138,06/14/2016 00:00,06/15/2016 00:00,1,1,Advance shipping,0,COMPLETE,Standard Class,1491,Corporate,USCA,Central America,SampleLand,Cardio Equipment,Sample Product,395.63,1,3.23,395.63,392.4,-9.54,112.25
58441,139,05/18/2017 00:00,05/20/2017 00:00,2,2,Late delivery,0,COMPLETE,First Class,7449,Consumer,USCA,South America,SampleLand,Cleats,Sample Product,267.57,5,117.51,1337.85,1220.34,299.65,-65.04
10336,140,04/23/2015 00:00,04/28/2015 00:00,5,6,Shipping canceled,0,PENDING_PAYMENT,Second Class,307,Home Office,Europe,Central America,SampleLand,Indoor/Outdoor Games,Sample Product,249.97,4,74.56,999.88,925.32,-92.49,35.28
24705,141,06/17/2016 00:00,06/23/2016 00:00,6,4,Late delivery,1,PROCESSING,Standard Class,9502,Home Office,USCA,South America,SampleLand,Water Sports,Sample Product,289.03,5,58.62,1445.15,1386.53,407.47,-92.57
15915,142,06/20/2016 00:00,06/25/2016 00:00,5,4,Shipping on time,1,CLOSED,Standard Class,8778,Consumer,Europe,Central America,SampleLand,Fishing,Sample Product,263.04,3,0.78,789.12,788.34,-68.37,26.89
38098,143,09/21/2017 00:00,09/24/2017 00:00,3,2,Late delivery,1,CLOSED,First Class,8507,Consumer,Pacific Asia,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,168.65,1,14.37,168.65,154.28,26.54,5.24
19458,144,08/22/2016 00:00,08/31/2016 00:00,9,6,Shipping on time,1,CLOSED,Standard Class,5618,Consumer,Europe,Southeast Asia,SampleLand,Cleats,Sample Product,147.94,1,18.14,147.94,129.8,9.73,-9.87
23680,145,06/07/2016 00:00,06/10/2016 00:00,3,2,Shipping on time,1,COMPLETE,Standard Class,4924,Home Office,USCA,West Africa,SampleLand,Fishing,Sample Product,213.5,3,6.59,640.5,633.91,111.06,191.99
8315,146,09/21/2015 00:00,09/27/2015 00:00,6,6,Late delivery,0,ON_HOLD,Second Class,11272,Corporate,LATAM,US Center,SampleLand,Camping & Hiking,Sample Product,448.51,3,148.64,1345.53,1196.89,301.59,332.67
33597,147,12/25/2015 00:00,12/31/2015 00:00,6,6,Late delivery,0,ON_HOLD,Standard Class,9967,Home Office,LATAM,Central America,SampleLand,Cardio Equipment,Sample Product,76.33,4,29.06,305.32,276.26,-13.71,87.8
32174,148,07/12/2016 00:00,07/19/2016 00:00,7,4,Late delivery,1,ON_HOLD,Second Class,2122,Corporate,Pacific Asia,South America,SampleLand,Cardio Equipment,Sample Product,169.13,4,48.64,676.52,627.88,204.58,147.53
33095,149,05/10/2016 00:00,05/17/2016 00:00,7,6,Shipping on time,1,PENDING_PAYMENT,Standard Class,3105,Corporate,USCA,Central America,SampleLand,Cleats,Sample Product,104.23,4,3.02,416.92,413.9,69.58,100.17
20480,150,02/09/2015 00:00,02/10/2015 00:00,1,2,Late delivery,0,PENDING,Second Class,2928,Consumer,USCA,Central America,SampleLand,Water Sports,Sample Product,219.3,3,91.14,657.9,566.76,40.74,144.1
45350,151,06/20/2017 00:00,06/26/2017 00:00,6,4,Late delivery,1,CLOSED,Standard Class,5674,Consumer,LATAM,Oceania,SampleLand,Men's Footwear,Sample Product,75.41,1,5.4,75.41,70.01,23.84,14.27
36471,152,08/13/2017 00:00,08/16/2017 00:00,3,1,Shipping on time,1,PROCESSING,Standard Class,7665,Home Office,USCA,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,382.79,3,68.83,1148.37,1079.54,286.33,-22.47
10592,153,06/09/2015 00:00,06/13/2015 00:00,4,4,Late delivery,0,PENDING,First Class,2653,Consumer,Africa,Central America,SampleLand,Fishing,Sample Product,60.7,5,39.22,303.5,264.28,-7.15,-5.29
22072,154,08/07/2016 00:00,08/10/2016 00:00,3,2,Late delivery,1,COMPLETE,Standard Class,656,Home Office,USCA,South America,SampleLand,Camping & Hiking,Sample Product,335.98,5,213.07,1679.9,1466.83,-88.24,183.59
39641,155,05/15/2015 00:00,05/17/2015 00:00,2,1,Late delivery,1,ON_HOLD,Standard Class,4622,Consumer,LATAM,South America,SampleLand,Fishing,Sample Product,141.18,5,77.01,705.9,628.89,198.29,132.55
6986,156,01/04/2017 00:00,01/04/2017 00:00,0,1,Late delivery,0,COMPLETE,Second Class,6041,Corporate,USCA,Southeast Asia,SampleLand,Fishing,Sample Product,241.37,1,30.03,241.37,211.34,34.49,-18.31
21133,157,10/06/2015 00:00,10/07/2015 00:00,1,2,Late delivery,0,PENDING_PAYMENT,Standard Class,8068,Corporate,Europe,US Center,SampleLand,Camping & Hiking,Sample Product,107.99,3,6.04,323.97,317.93,34.51,46.38
52355,158,12/10/2016 00:00,12/16/2016 00:00,6,4,Advance shipping,1,COMPLETE,Standard Class,1483,Consumer,LATAM,South America,SampleLand,Women's Apparel,Sample Product,367.81,4,167.92,1471.24,1303.32,-84.99,389.97
26505,159,03/27/2017 00:00,04/02/2017 00:00,6,4,Shipping on time,1,COMPLETE,Second Class,8271,Consumer,Pacific Asia,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,474.66,2,46.71,949.32,902.61,129.79,-39.08
30579,160,05/06/2017 00:00,05/10/2017 00:00,4,2,Late delivery,1,PENDING_PAYMENT,Same Day,1937,Home Office,LATAM,Central America,SampleLand,Cardio Equipment,Sample Product,118.66,3,46.32,355.98,309.66,6.86,12.64
40886,161,05/15/2015 00:00,05/21/2015 00:00,6,6,Shipping on time,0,PENDING,Standard Class,3519,Consumer,LATAM,US Center,SampleLand,Camping & Hiking,Sample Product,477.05,1,26.49,477.05,450.56,-5.91,155.01
19311,162,08/31/2017 00:00,09/07/2017 00:00,7,6,Late delivery,1,PROCESSING,First Class,6145,Consumer,LATAM,US Center,SampleLand,Electronics,Sample Product,169.38,1,1.38,169.38,168.0,12.76,8.06
49587,163,08/18/2015 00:00,08/23/2015 00:00,5,2,Shipping canceled,1,PROCESSING,Second Class,1261,Corporate,Europe,Southeast Asia,SampleLand,Cleats,Sample Product,283.35,1,17.61,283.35,265.74,-22.31,-23.14
982,164,03/04/2015 00:00,03/08/2015 00:00,4,4,Late delivery,0,PENDING_PAYMENT,Standard Class,6829,Corporate,Africa,US Center,SampleLand,Cardio Equipment,Sample Product,353.78,5,200.8,1768.9,1568.1,265.07,325.6
28359,165,08/08/2016 00:00,08/14/2016 00:00,6,4,Late delivery,1,PENDING,Second Class,464,Home Office,Europe,US Center,SampleLand,Men's Footwear,Sample Product,107.64,5,40.44,538.2,497.76,89.35,170.33
35871,166,03/01/2016 00:00,03/04/2016 00:00,3,4,Shipping on time,0,ON_HOLD,Standard Class,2545,Consumer,Africa,Western Europe,SampleLand,Men's Footwear,Sample Product,227.93,3,78.32,683.79,605.47,128.81,2.3
14343,167,06/23/2017 00:00,06/26/2017 00:00,3,4,Late delivery,0,CLOSED,Second Class,6790,Consumer,LATAM,West Africa,SampleLand,Cardio Equipment,Sample Product,43.24,1,0.23,43.24,43.01,-3.86,-0.12
46950,168,06/07/2017 00:00,06/14/2017 00:00,7,4,Shipping on time,1,PROCESSING,Second Class,3255,Consumer,Pacific Asia,Western Europe,SampleLand,Camping & Hiking,Sample Product,351.56,2,18.69,703.12,684.43,-14.36,64.57
4767,169,11/27/2015 00:00,11/28/2015 00:00,1,2,Late delivery,0,PENDING,Standard Class,5191,Home Office,Europe,Western Europe,SampleLand,Men's Footwear,Sample Product,214.14,3,54.31,642.42,588.11,145.59,83.02
39004,170,10/07/2017 00:00,10/11/2017 00:00,4,2,Late delivery,1,COMPLETE,Standard Class,3410,Home Office,Europe,Southeast Asia,SampleLand,Cleats,Sample Product,446.91,1,25.83,446.91,421.08,66.79,112.26
38002,171,10/18/2015 00:00,10/23/2015 00:00,5,4,Late delivery,1,PROCESSING,Standard Class,6004,Corporate,Pacific Asia,US Center,SampleLand,Cardio Equipment,Sample Product,144.26,4,58.87,577.04,518.17,-49.71,179.84
47263,172,07/08/2016 00:00,07/15/2016 00:00,7,4,Shipping on time,1,PENDING,Standard Class,1702,Consumer,Africa,South America,SampleLand,Camping & Hiking,Sample Product,462.56,5,333.93,2312.8,1978.87,452.8,526.1
12424,173,09/10/2015 00:00,09/17/2015 00:00,7,6,Late delivery,1,PENDING_PAYMENT,First Class,1868,Home Office,USCA,Central America,SampleLand,Women's Apparel,Sample Product,79.11,5,39.15,395.55,356.4,31.17,11.02
9299,174,09/19/2017 00:00,09/22/2017 00:00,3,1,Late delivery,1,PENDING_PAYMENT,First Class,11588,Consumer,LATAM,Oceania,SampleLand,Men's Footwear,Sample Product,307.41,5,96.23,1537.05,1440.82,26.49,365.65
34830,175,06/28/2015 00:00,07/03/2015 00:00,5,2,Advance shipping,1,COMPLETE,First Class,3985,Consumer,Africa,West Africa,SampleLand,Electronics,Sample Product,160.83,5,65.42,804.15,738.73,176.86,135.85
58302,176,03/14/2015 00:00,03/18/2015 00:00,4,1,Late delivery,1,PENDING,Standard Class,8306,Consumer,LATAM,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,99.07,1,13.57,99.07,85.5,5.32,10.34
47097,177,05/07/2016 00:00,05/11/2016 00:00,4,2,Shipping on time,1,PENDING,Standard Class,103,Corporate,Pacific Asia,South America,SampleLand,Indoor/Outdoor Games,Sample Product,56.03,3,16.97,168.09,151.12,15.74,28.05
12680,178,12/06/2017 00:00,12/06/2017 00:00,0,1,Shipping on time,0,COMPLETE,Second Class,1330,Consumer,USCA,Oceania,SampleLand,Water Sports,Sample Product,331.26,3,119.73,993.78,874.05,251.16,85.56
24473,179,08/10/2017 00:00,08/13/2017 00:00,3,4,Late delivery,0,ON_HOLD,Standard Class,9451,Consumer,Pacific Asia,South America,SampleLand,Women's Apparel,Sample Product,124.25,1,5.62,124.25,118.63,-3.87,21.89
16007,180,04/18/2017 00:00,04/23/2017 00:00,5,4,Advance shipping,1,COMPLETE,Standard Class,4286,Corporate,Pacific Asia,Western Europe,SampleLand,Electronics,Sample Product,290.68,1,32.45,290.68,258.23,39.91,59.8
46792,181,08/09/2017 00:00,08/15/2017 00:00,6,4,Advance shipping,1,PROCESSING,Standard Class,3603,Corporate,USCA,Western Europe,SampleLand,Fishing,Sample Product,489.92,3,30.74,1469.76,1439.02,-76.59,-135.02
30740,182,08/11/2017 00:00,08/17/2017 00:00,6,4,Advance shipping,1,CLOSED,First Class,2072,Consumer,Africa,Southeast Asia,SampleLand,Men's Footwear,Sample Product,164.82,4,74.15,659.28,585.13,198.96,103.75
26248,183,07/11/2016 00:00,07/14/2016 00:00,3,1,Shipping on time,1,PENDING,Second Class,3197,Consumer,Europe,West Africa,SampleLand,Men's Footwear,Sample Product,27.12,2,7.17,54.24,47.07,1.9,-1.47
312,184,11/25/2015 00:00,11/28/2015 00:00,3,4,Late delivery,0,PENDING_PAYMENT,Standard Class,2813,Corporate,Africa,South America,SampleLand,Camping & Hiking,Sample Product,79.98,3,32.4,239.94,207.54,64.25,10.69
38021,185,05/09/2017 00:00,05/09/2017 00:00,0,1,Late delivery,0,ON_HOLD,First Class,9568,Consumer,LATAM,Western Europe,SampleLand,Women's Apparel,Sample Product,68.47,1,1.2,68.47,67.27,4.38,6.7
26547,186,12/14/2016 00:00,12/19/2016 00:00,5,6,Late delivery,0,PENDING_PAYMENT,Second Class,11273,Consumer,Africa,Oceania,SampleLand,Men's Footwear,Sample Product,237.01,1,29.5,237.01,207.51,58.26,70.04
2380,187,03/05/2016 00:00,03/07/2016 00:00,2,1,Shipping on time,1,COMPLETE,Second Class,420,Home Office,Europe,Central America,SampleLand,Electronics,Sample Product,374.88,3,18.55,1124.64,1106.09,269.97,51.44
11744,188,05/03/2015 00:00,05/09/2015 00:00,6,4,Late delivery,1,PROCESSING,Standard Class,1641,Corporate,USCA,Southeast Asia,SampleLand,Cleats,Sample Product,155.26,3,33.42,465.78,432.36,2.01,116.17
43587,189,04/16/2017 00:00,04/21/2017 00:00,5,6,Shipping on time,0,PROCESSING,Standard Class,7528,Consumer,Europe,Western Europe,SampleLand,Indoor/Outdoor Games,Sample Product,81.46,4,33.36,325.84,292.48,55.9,15.11
44941,190,09/16/2015 00:00,09/23/2015 00:00,7,4,Late delivery,1,ON_HOLD,Standard Class,10557,Corporate,Africa,US Center,SampleLand,Fishing,Sample Product,323.98,5,117.67,1619.9,1502.23,7.52,4.8
29627,191,09/20/2017 00:00,09/24/2017 00:00,4,4,Late delivery,0,PENDING,Second Class,3802,Corporate,Pacific Asia,South America,SampleLand,Women's Apparel,Sample Product,157.58,1,8.03,157.58,149.55,-13.68,14.25
45465,192,08/27/2015 00:00,09/02/2015 00:00,6,4,Shipping on time,1,ON_HOLD,Standard Class,10102,Consumer,USCA,Central America,SampleLand,Women's Apparel,Sample Product,291.83,2,59.87,583.66,523.79,18.45,-31.2
44302,193,05/27/2015 00:00,05/31/2015 00:00,4,2,Advance shipping,1,CLOSED,Standard Class,55,Corporate,Europe,Western Europe,SampleLand,Electronics,Sample Product,467.56,5,231.75,2337.8,2106.05,462.81,565.87
36944,194,06/24/2017 00:00,06/27/2017 00:00,3,4,Shipping canceled,0,CLOSED,Standard Class,8924,Corporate,Pacific Asia,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,152.76,1,13.36,152.76,139.4,-2.74,17.32
12507,195,06/19/2015 00:00,06/28/2015 00:00,9,6,Late delivery,1,PENDING_PAYMENT,Standard Class,11317,Consumer,USCA,Western Europe,SampleLand,Women's Apparel,Sample Product,261.12,5,103.49,1305.6,1202.11,219.4,251.71
25301,196,07/09/2015 00:00,07/18/2015 00:00,9,6,Shipping on time,1,PENDING_PAYMENT,First Class,5961,Consumer,Pacific Asia,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,405.34,5,214.55,2026.7,1812.15,442.52,469.31
48983,197,09/17/2016 00:00,09/24/2016 00:00,7,4,Advance shipping,1,PENDING,Standard Class,7011,Consumer,LATAM,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,348.94,1,21.1,348.94,327.84,13.0,27.54
18614,198,07/27/2017 00:00,07/28/2017 00:00,1,2,Late delivery,0,PENDING,Second Class,3101,Corporate,Africa,South America,SampleLand,Indoor/Outdoor Games,Sample Product,378.22,1,3.9,378.22,374.32,-20.24,38.49
39605,199,07/22/2015 00:00,07/26/2015 00:00,4,4,Shipping on time,0,PENDING_PAYMENT,Same Day,9422,Corporate,Europe,Oceania,SampleLand,Cardio Equipment,Sample Product,388.56,4,125.3,1554.24,1428.94,240.73,20.15
49647,200,11/16/2015 00:00,11/20/2015 00:00,4,4,Shipping on time,0,ON_HOLD,Second Class,9971,Corporate,LATAM,West Africa,SampleLand,Cleats,Sample Product,274.56,3,89.38,823.68,734.3,-30.03,162.61
31995,201,05/13/2017 00:00,05/16/2017 00:00,3,2,Shipping on time,1,PENDING,Standard Class,9998,Consumer,USCA,Central America,SampleLand,Women's Apparel,Sample Product,272.67,5,61.18,1363.35,1302.17,-128.69,357.47
30426,202,11/01/2017 00:00,11/06/2017 00:00,5,2,Late delivery,1,PENDING_PAYMENT,Second Class,10009,Corporate,Pacific Asia,Southeast Asia,SampleLand,Camping & Hiking,Sample Product,362.26,3,22.94,1086.78,1063.84,-43.8,168.48
11258,203,06/27/2016 00:00,07/01/2016 00:00,4,2,Late delivery,1,PENDING,First Class,928,Corporate,Pacific Asia,Southeast Asia,SampleLand,Water Sports,Sample Product,351.85,4,192.5,1407.4,1214.9,24.29,-100.39
29788,204,06/12/2015 00:00,06/18/2015 00:00,6,4,Late delivery,1,PENDING,Second Class,6304,Consumer,Europe,Southeast Asia,SampleLand,Cleats,Sample Product,338.33,2,87.67,676.66,588.99,120.64,129.71
2509,205,01/27/2015 00:00,01/30/2015 00:00,3,2,Late delivery,1,PROCESSING,Standard Class,6111,Home Office,LATAM,Southeast Asia,SampleLand,Cardio Equipment,Sample Product,197.25,2,36.6,394.5,357.9,17.78,71.61
6806,206,08/17/2015 00:00,08/21/2015 00:00,4,1,Late delivery,1,PROCESSING,Standard Class,572,Consumer,USCA,South America,SampleLand,Cardio Equipment,Sample Product,415.99,1,49.08,415.99,366.91,114.97,19.87
32518,207,06/03/2015 00:00,06/07/2015 00:00,4,1,Late delivery,1,CLOSED,Standard Class,9613,Corporate,Europe,Southeast Asia,SampleLand,Cleats,Sample Product,125.74,1,18.27,125.74,107.47,25.15,9.04
13103,208,01/14/2017 00:00,01/23/2017 00:00,9,6,Late delivery,1,CLOSED,Standard Class,2316,Home Office,USCA,US Center,SampleLand,Camping & Hiking,Sample Product,86.31,1,7.37,86.31,78.94,27.18,9.7
20844,209,05/26/2015 00:00,05/30/2015 00:00,4,1,Advance shipping,1,CLOSED,Second Class,5099,Corporate,Africa,West Africa,SampleLand,Fishing,Sample Product,179.13,5,32.81,895.65,862.84,172.04,220.76
21629,210,07/02/2016 00:00,07/05/2016 00:00,3,1,Shipping on time,1,ON_HOLD,Standard Class,673,Consumer,Europe,Central America,SampleLand,Fishing,Sample Product,134.38,1,12.88,134.38,121.5,-10.98,25.06
28394,211,02/12/2017 00:00,02/15/2017 00:00,3,4,Shipping canceled,0,ON_HOLD,Second Class,9471,Consumer,Pacific Asia,Central America,SampleLand,Electronics,Sample Product,334.96,3,137.86,1004.88,867.02,-28.61,115.03
41931,212,08/31/2016 00:00,09/02/2016 00:00,2,2,Late delivery,0,COMPLETE,Second Class,2158,Corporate,USCA,Southeast Asia,SampleLand,Cleats,Sample Product,123.2,3,38.26,369.6,331.34,7.06,86.97
26765,213,07/24/2015 00:00,08/01/2015 00:00,8,6,Shipping on time,1,PROCESSING,Standard Class,6198,Consumer,Pacific Asia,South America,SampleLand,Electronics,Sample Product,331.68,1,1.31,331.68,330.37,71.52,94.69
50716,214,06/03/2017 00:00,06/09/2017 00:00,6,6,Shipping on time,0,CLOSED,Standard Class,6101,Corporate,Pacific Asia,Oceania,SampleLand,Cleats,Sample Product,261.48,5,179.86,1307.4,1127.54,214.65,-86.47
28931,215,03/14/2017 00:00,03/17/2017 00:00,3,4,Late delivery,0,PENDING_PAYMENT,Standard Class,1151,Corporate,Pacific Asia,US Center,SampleLand,Electronics,Sample Product,84.7,3,28.73,254.1,225.37,-1.72,-15.46
59571,216,04/09/2017 00:00,04/16/2017 00:00,7,4,Late delivery,1,ON_HOLD,Standard Class,10250,Consumer,LATAM,Western Europe,SampleLand,Women's Apparel,Sample Product,136.61,1,8.23,136.61,128.38,27.49,14.64
59968,217,06/02/2015 00:00,06/07/2015 00:00,5,4,Shipping on time,1,CLOSED,First Class,79,Corporate,USCA,West Africa,SampleLand,Camping & Hiking,Sample Product,265.65,1,39.35,265.65,226.3,5.79,56.97
25646,218,05/27/2015 00:00,05/31/2015 00:00,4,1,Late delivery,1,CLOSED,Standard Class,7839,Consumer,USCA,Oceania,SampleLand,Women's Apparel,Sample Product,369.22,4,159.88,1476.88,1317.0,264.46,-66.65
